INSERT INTO LGINVOICE VALUES (960, '30-APR-11', 458, 29.18, 83792);
INSERT INTO LGINVOICE VALUES (2403, '29-SEP-11', 272, 311.85, 83878);
INSERT INTO LGINVOICE VALUES (2404, '29-SEP-11', 1032, 167.96, 84021);
INSERT INTO LGINVOICE VALUES (2406, '29-SEP-11', 1019, 298.65, 84276);
INSERT INTO LGINVOICE VALUES (2407, '29-SEP-11', 1033, 134.61, 84106);
INSERT INTO LGINVOICE VALUES (2410, '29-SEP-11', 756, 230.09, 83649);
INSERT INTO LGINVOICE VALUES (2412, '30-SEP-11', 1034, 165.06, 84306);
INSERT INTO LGINVOICE VALUES (2413, '30-SEP-11', 937, 204.52, 83734);
INSERT INTO LGINVOICE VALUES (2415, '30-SEP-11', 489, 275.44, 83677);
INSERT INTO LGINVOICE VALUES (2416, '30-SEP-11', 1036, 116.96, 84306);
INSERT INTO LGINVOICE VALUES (2419, '30-SEP-11', 194, 93.03, 83906);
INSERT INTO LGINVOICE VALUES (2421, '30-SEP-11', 799, 145.5, 84392);
INSERT INTO LGINVOICE VALUES (2422, '30-SEP-11', 101, 221.07, 84078);
INSERT INTO LGINVOICE VALUES (2424, '01-OCT-11', 690, 295.15, 84306);
INSERT INTO LGINVOICE VALUES (2425, '01-OCT-11', 1038, 206.65, 84078);
INSERT INTO LGINVOICE VALUES (2428, '01-OCT-11', 654, 491.37, 83565);
INSERT INTO LGINVOICE VALUES (2430, '01-OCT-11', 962, 170.49, 84306);
INSERT INTO LGINVOICE VALUES (2431, '02-OCT-11', 1039, 304.9, 83705);
INSERT INTO LGINVOICE VALUES (2433, '02-OCT-11', 501, 83.46, 84334);
INSERT INTO LGINVOICE VALUES (2434, '02-OCT-11', 1040, 104.31, 83677);
INSERT INTO LGINVOICE VALUES (2437, '02-OCT-11', 1042, 20.99, 83537);
INSERT INTO LGINVOICE VALUES (2439, '02-OCT-11', 1043, 214.25, 84134);
INSERT INTO LGINVOICE VALUES (2440, '03-OCT-11', 795, 16.77, 84134);
INSERT INTO LGINVOICE VALUES (2441, '03-OCT-11', 517, 296.66, 84248);
INSERT INTO LGINVOICE VALUES (2444, '03-OCT-11', 858, 23.98, 83593);
INSERT INTO LGINVOICE VALUES (2446, '03-OCT-11', 1045, 135.91, 84191);
INSERT INTO LGINVOICE VALUES (2447, '04-OCT-11', 1046, 292.75, 83565);
INSERT INTO LGINVOICE VALUES (2449, '04-OCT-11', 1047, 358.84, 83621);
INSERT INTO LGINVOICE VALUES (2450, '04-OCT-11', 560, 67.94, 83906);
INSERT INTO LGINVOICE VALUES (2453, '04-OCT-11', 1049, 262.63, 83593);
INSERT INTO LGINVOICE VALUES (2455, '04-OCT-11', 1050, 72.54, 84191);
INSERT INTO LGINVOICE VALUES (2456, '05-OCT-11', 195, 242.95, 83792);
INSERT INTO LGINVOICE VALUES (2458, '05-OCT-11', 454, 204.15, 83763);
INSERT INTO LGINVOICE VALUES (2459, '05-OCT-11', 282, 227.49, 84078);
INSERT INTO LGINVOICE VALUES (2462, '05-OCT-11', 493, 150.26, 84306);
INSERT INTO LGINVOICE VALUES (2464, '06-OCT-11', 556, 262.43, 84078);
INSERT INTO LGINVOICE VALUES (2465, '06-OCT-11', 1052, 336.47, 83820);
INSERT INTO LGINVOICE VALUES (2467, '06-OCT-11', 360, 117.71, 84306);
INSERT INTO LGINVOICE VALUES (2468, '06-OCT-11', 740, 247.92, 83763);
INSERT INTO LGINVOICE VALUES (2471, '06-OCT-11', 503, 261.43, 84021);
INSERT INTO LGINVOICE VALUES (2473, '07-OCT-11', 260, 141.52, 83792);
INSERT INTO LGINVOICE VALUES (2474, '07-OCT-11', 158, 97.6, 83792);
INSERT INTO LGINVOICE VALUES (2476, '07-OCT-11', 1054, 73.17, 83509);
INSERT INTO LGINVOICE VALUES (2477, '07-OCT-11', 961, 613.25, 83850);
INSERT INTO LGINVOICE VALUES (2480, '07-OCT-11', 1055, 102.72, 84191);
INSERT INTO LGINVOICE VALUES (2481, '07-OCT-11', 273, 54.36, 83820);
INSERT INTO LGINVOICE VALUES (2483, '07-OCT-11', 1056, 59.98, 83593);
INSERT INTO LGINVOICE VALUES (2484, '08-OCT-11', 588, 10.99, 83850);
INSERT INTO LGINVOICE VALUES (2485, '08-OCT-11', 1008, 65.97, 83734);
INSERT INTO LGINVOICE VALUES (2486, '08-OCT-11', 884, 89.54, 84392);
INSERT INTO LGINVOICE VALUES (2487, '08-OCT-11', 1057, 61.57, 83593);
INSERT INTO LGINVOICE VALUES (2489, '08-OCT-11', 745, 43.18, 83936);
INSERT INTO LGINVOICE VALUES (2490, '08-OCT-11', 132, 323.89, 84364);
INSERT INTO LGINVOICE VALUES (2491, '08-OCT-11', 1059, 522.24, 83936);
INSERT INTO LGINVOICE VALUES (2492, '08-OCT-11', 657, 383.14, 84191);
INSERT INTO LGINVOICE VALUES (2493, '08-OCT-11', 397, 13.59, 83820);
INSERT INTO LGINVOICE VALUES (2495, '09-OCT-11', 1061, 27.98, 83792);
INSERT INTO LGINVOICE VALUES (2496, '09-OCT-11', 1062, 244.27, 83649);
INSERT INTO LGINVOICE VALUES (2497, '09-OCT-11', 1063, 339.38, 84163);
INSERT INTO LGINVOICE VALUES (2498, '09-OCT-11', 1064, 169.93, 84191);
INSERT INTO LGINVOICE VALUES (2499, '09-OCT-11', 523, 245.9, 83850);
INSERT INTO LGINVOICE VALUES (2501, '09-OCT-11', 1065, 170.09, 84078);
INSERT INTO LGINVOICE VALUES (2502, '09-OCT-11', 549, 269.9, 84078);
INSERT INTO LGINVOICE VALUES (2503, '09-OCT-11', 366, 141.92, 83593);
INSERT INTO LGINVOICE VALUES (2504, '09-OCT-11', 1066, 541.74, 83906);
INSERT INTO LGINVOICE VALUES (2506, '09-OCT-11', 1067, 165.91, 84021);
INSERT INTO LGINVOICE VALUES (2507, '10-OCT-11', 867, 301.24, 83565);
INSERT INTO LGINVOICE VALUES (2508, '10-OCT-11', 1068, 365.84, 83964);
INSERT INTO LGINVOICE VALUES (2509, '10-OCT-11', 173, 413.99, 84306);
INSERT INTO LGINVOICE VALUES (2510, '10-OCT-11', 694, 126.93, 83734);
INSERT INTO LGINVOICE VALUES (2512, '10-OCT-11', 410, 162.55, 84334);
INSERT INTO LGINVOICE VALUES (2513, '10-OCT-11', 815, 256.04, 83621);
INSERT INTO LGINVOICE VALUES (2514, '11-OCT-11', 198, 325.88, 84163);
INSERT INTO LGINVOICE VALUES (2515, '11-OCT-11', 978, 37.86, 84276);
INSERT INTO LGINVOICE VALUES (2516, '11-OCT-11', 1069, 448.25, 84392);
INSERT INTO LGINVOICE VALUES (2518, '11-OCT-11', 1070, 43.96, 83936);
INSERT INTO LGINVOICE VALUES (2519, '11-OCT-11', 953, 405.23, 83593);
INSERT INTO LGINVOICE VALUES (2520, '11-OCT-11', 1071, 142.1, 84248);
INSERT INTO LGINVOICE VALUES (2521, '11-OCT-11', 120, 323.84, 83734);
INSERT INTO LGINVOICE VALUES (2522, '11-OCT-11', 1072, 43.98, 83820);
INSERT INTO LGINVOICE VALUES (2524, '12-OCT-11', 1073, 49.77, 84392);
INSERT INTO LGINVOICE VALUES (2525, '12-OCT-11', 296, 286.33, 84364);
INSERT INTO LGINVOICE VALUES (2526, '12-OCT-11', 1074, 436.2, 84306);
INSERT INTO LGINVOICE VALUES (2527, '12-OCT-11', 810, 122.26, 84078);
INSERT INTO LGINVOICE VALUES (2528, '12-OCT-11', 633, 127.9, 83537);
INSERT INTO LGINVOICE VALUES (2530, '12-OCT-11', 1075, 188.86, 84420);
INSERT INTO LGINVOICE VALUES (2531, '13-OCT-11', 540, 186.51, 84134);
INSERT INTO LGINVOICE VALUES (2532, '13-OCT-11', 314, 131.96, 83509);
INSERT INTO LGINVOICE VALUES (2533, '13-OCT-11', 1076, 245.43, 83593);
INSERT INTO LGINVOICE VALUES (2534, '13-OCT-11', 1077, 588.35, 84049);
INSERT INTO LGINVOICE VALUES (2536, '13-OCT-11', 305, 188.41, 83621);
INSERT INTO LGINVOICE VALUES (2537, '13-OCT-11', 112, 142.97, 83878);
INSERT INTO LGINVOICE VALUES (2538, '13-OCT-11', 1078, 265.09, 83677);
INSERT INTO LGINVOICE VALUES (2539, '13-OCT-11', 594, 284.4, 84306);
INSERT INTO LGINVOICE VALUES (2540, '13-OCT-11', 1079, 237.88, 83621);
INSERT INTO LGINVOICE VALUES (2542, '14-OCT-11', 1031, 88.75, 83621);
INSERT INTO LGINVOICE VALUES (2543, '14-OCT-11', 1080, 409.95, 83878);
INSERT INTO LGINVOICE VALUES (2544, '14-OCT-11', 713, 441.82, 84021);
INSERT INTO LGINVOICE VALUES (2545, '14-OCT-11', 530, 120.12, 84106);
INSERT INTO LGINVOICE VALUES (2547, '14-OCT-11', 1082, 105.71, 84191);
INSERT INTO LGINVOICE VALUES (2548, '14-OCT-11', 991, 224.19, 83677);
INSERT INTO LGINVOICE VALUES (2549, '14-OCT-11', 676, 74.34, 83993);
INSERT INTO LGINVOICE VALUES (2550, '14-OCT-11', 814, 439.6, 83878);
INSERT INTO LGINVOICE VALUES (2551, '15-OCT-11', 414, 147.41, 84364);
INSERT INTO LGINVOICE VALUES (2553, '15-OCT-11', 1083, 143.28, 83593);
INSERT INTO LGINVOICE VALUES (2554, '15-OCT-11', 703, 348.85, 83906);
INSERT INTO LGINVOICE VALUES (2555, '15-OCT-11', 157, 181.06, 84106);
INSERT INTO LGINVOICE VALUES (2556, '15-OCT-11', 944, 28.44, 84021);
INSERT INTO LGINVOICE VALUES (2557, '15-OCT-11', 382, 38.97, 83964);
INSERT INTO LGINVOICE VALUES (2559, '15-OCT-11', 1085, 59.98, 83936);
INSERT INTO LGINVOICE VALUES (2560, '15-OCT-11', 1086, 583.66, 84276);
INSERT INTO LGINVOICE VALUES (2561, '16-OCT-11', 859, 361.1, 84021);
INSERT INTO LGINVOICE VALUES (2562, '16-OCT-11', 1087, 14.78, 84191);
INSERT INTO LGINVOICE VALUES (2563, '16-OCT-11', 1070, 310.67, 83964);
INSERT INTO LGINVOICE VALUES (2565, '16-OCT-11', 841, 419.61, 84248);
INSERT INTO LGINVOICE VALUES (2566, '16-OCT-11', 1088, 150.91, 83705);
INSERT INTO LGINVOICE VALUES (2567, '16-OCT-11', 526, 252.68, 83537);
INSERT INTO LGINVOICE VALUES (2568, '16-OCT-11', 368, 216.63, 83993);
INSERT INTO LGINVOICE VALUES (2569, '16-OCT-11', 1089, 32.99, 84334);
INSERT INTO LGINVOICE VALUES (2572, '16-OCT-11', 130, 88.95, 83565);
INSERT INTO LGINVOICE VALUES (2574, '16-OCT-11', 195, 166.9, 83964);
INSERT INTO LGINVOICE VALUES (2575, '16-OCT-11', 927, 245.84, 83850);
INSERT INTO LGINVOICE VALUES (2577, '17-OCT-11', 729, 72.75, 84106);
INSERT INTO LGINVOICE VALUES (2578, '17-OCT-11', 1093, 346.24, 84219);
INSERT INTO LGINVOICE VALUES (2581, '17-OCT-11', 959, 89.75, 83763);
INSERT INTO LGINVOICE VALUES (2582, '17-OCT-11', 591, 154.31, 84049);
INSERT INTO LGINVOICE VALUES (2584, '17-OCT-11', 194, 385.87, 83677);
INSERT INTO LGINVOICE VALUES (2585, '17-OCT-11', 1094, 196.01, 83878);
INSERT INTO LGINVOICE VALUES (2588, '18-OCT-11', 1097, 359.45, 84049);
INSERT INTO LGINVOICE VALUES (2590, '18-OCT-11', 426, 285.92, 84106);
INSERT INTO LGINVOICE VALUES (2591, '18-OCT-11', 1098, 331.24, 84392);
INSERT INTO LGINVOICE VALUES (2593, '18-OCT-11', 352, 282.46, 84364);
INSERT INTO LGINVOICE VALUES (2594, '18-OCT-11', 1099, 236.26, 83850);
INSERT INTO LGINVOICE VALUES (2597, '18-OCT-11', 191, 220.49, 83820);
INSERT INTO LGINVOICE VALUES (2599, '19-OCT-11', 1102, 67.92, 83593);
INSERT INTO LGINVOICE VALUES (2600, '19-OCT-11', 1103, 167.9, 84021);
INSERT INTO LGINVOICE VALUES (2602, '19-OCT-11', 552, 53.97, 84276);
INSERT INTO LGINVOICE VALUES (2603, '19-OCT-11', 681, 53.97, 83734);
INSERT INTO LGINVOICE VALUES (2606, '19-OCT-11', 1107, 369.29, 83792);
INSERT INTO LGINVOICE VALUES (2608, '20-OCT-11', 391, 7.98, 84191);
INSERT INTO LGINVOICE VALUES (2609, '20-OCT-11', 1109, 301.07, 83705);
INSERT INTO LGINVOICE VALUES (2610, '20-OCT-11', 1068, 249.92, 84276);
INSERT INTO LGINVOICE VALUES (2612, '20-OCT-11', 766, 246.41, 84219);
INSERT INTO LGINVOICE VALUES (2615, '20-OCT-11', 361, 166.86, 83565);
INSERT INTO LGINVOICE VALUES (2616, '20-OCT-11', 1111, 218.67, 84392);
INSERT INTO LGINVOICE VALUES (2618, '21-OCT-11', 676, 242.02, 83565);
INSERT INTO LGINVOICE VALUES (2619, '21-OCT-11', 1112, 258.33, 84049);
INSERT INTO LGINVOICE VALUES (2621, '21-OCT-11', 1113, 234.61, 84306);
INSERT INTO LGINVOICE VALUES (2624, '21-OCT-11', 807, 102.74, 84276);
INSERT INTO LGINVOICE VALUES (2625, '21-OCT-11', 602, 102.72, 83593);
INSERT INTO LGINVOICE VALUES (2627, '21-OCT-11', 1114, 293.64, 83593);
INSERT INTO LGINVOICE VALUES (2628, '22-OCT-11', 1115, 257.47, 84364);
INSERT INTO LGINVOICE VALUES (2630, '22-OCT-11', 615, 202.9, 83936);
INSERT INTO LGINVOICE VALUES (2633, '22-OCT-11', 1117, 145.86, 84078);
INSERT INTO LGINVOICE VALUES (2634, '22-OCT-11', 422, 167.41, 83906);
INSERT INTO LGINVOICE VALUES (2636, '23-OCT-11', 399, 264.43, 83677);
INSERT INTO LGINVOICE VALUES (2637, '23-OCT-11', 625, 307.71, 84334);
INSERT INTO LGINVOICE VALUES (2639, '23-OCT-11', 1119, 175.28, 84364);
INSERT INTO LGINVOICE VALUES (2642, '23-OCT-11', 1122, 364.85, 84021);
INSERT INTO LGINVOICE VALUES (2643, '24-OCT-11', 1123, 497.86, 83878);
INSERT INTO LGINVOICE VALUES (2645, '24-OCT-11', 1124, 67.95, 83565);
INSERT INTO LGINVOICE VALUES (2646, '24-OCT-11', 903, 128.71, 83537);
INSERT INTO LGINVOICE VALUES (2649, '24-OCT-11', 1125, 14.99, 83878);
INSERT INTO LGINVOICE VALUES (2651, '24-OCT-11', 1126, 176.9, 83649);
INSERT INTO LGINVOICE VALUES (2652, '24-OCT-11', 1127, 403.07, 83705);
INSERT INTO LGINVOICE VALUES (2654, '25-OCT-11', 833, 124.92, 84078);
INSERT INTO LGINVOICE VALUES (2655, '25-OCT-11', 477, 318.5, 83906);
INSERT INTO LGINVOICE VALUES (2656, '25-OCT-11', 1129, 31.17, 83621);
INSERT INTO LGINVOICE VALUES (2657, '25-OCT-11', 959, 164.9, 83565);
INSERT INTO LGINVOICE VALUES (2659, '25-OCT-11', 1130, 346.11, 83537);
INSERT INTO LGINVOICE VALUES (2660, '25-OCT-11', 1131, 265.12, 84248);
INSERT INTO LGINVOICE VALUES (2661, '25-OCT-11', 617, 106.47, 84248);
INSERT INTO LGINVOICE VALUES (2662, '25-OCT-11', 1132, 56.17, 83820);
INSERT INTO LGINVOICE VALUES (2663, '26-OCT-11', 1133, 326.64, 83906);
INSERT INTO LGINVOICE VALUES (2665, '26-OCT-11', 1134, 427.84, 83734);
INSERT INTO LGINVOICE VALUES (2666, '26-OCT-11', 910, 77.98, 84021);
INSERT INTO LGINVOICE VALUES (2667, '26-OCT-11', 1135, 318.45, 84392);
INSERT INTO LGINVOICE VALUES (2668, '26-OCT-11', 1136, 80.56, 83705);
INSERT INTO LGINVOICE VALUES (2669, '26-OCT-11', 1137, 233.65, 83734);
INSERT INTO LGINVOICE VALUES (2671, '26-OCT-11', 1138, 384.85, 84049);
INSERT INTO LGINVOICE VALUES (2672, '26-OCT-11', 928, 99.62, 83792);
INSERT INTO LGINVOICE VALUES (2673, '26-OCT-11', 1139, 209.37, 84049);
INSERT INTO LGINVOICE VALUES (2674, '27-OCT-11', 91, 119.96, 84420);
INSERT INTO LGINVOICE VALUES (2675, '27-OCT-11', 1140, 83.06, 84191);
INSERT INTO LGINVOICE VALUES (2677, '27-OCT-11', 504, 154.89, 83537);
INSERT INTO LGINVOICE VALUES (2678, '27-OCT-11', 630, 173.91, 83936);
INSERT INTO LGINVOICE VALUES (2679, '27-OCT-11', 417, 98.03, 84334);
INSERT INTO LGINVOICE VALUES (2680, '27-OCT-11', 508, 137.13, 83964);
INSERT INTO LGINVOICE VALUES (2681, '28-OCT-11', 238, 409.6, 84334);
INSERT INTO LGINVOICE VALUES (2683, '28-OCT-11', 698, 287.92, 83649);
INSERT INTO LGINVOICE VALUES (2684, '28-OCT-11', 910, 448.73, 83820);
INSERT INTO LGINVOICE VALUES (2685, '28-OCT-11', 1004, 352.39, 83593);
INSERT INTO LGINVOICE VALUES (2686, '28-OCT-11', 1142, 448.62, 84334);
INSERT INTO LGINVOICE VALUES (2688, '29-OCT-11', 1143, 462.06, 84134);
INSERT INTO LGINVOICE VALUES (2689, '29-OCT-11', 1144, 262.64, 84219);
INSERT INTO LGINVOICE VALUES (2690, '29-OCT-11', 658, 188.7, 84049);
INSERT INTO LGINVOICE VALUES (2691, '29-OCT-11', 292, 119.72, 83509);
INSERT INTO LGINVOICE VALUES (2692, '29-OCT-11', 1145, 241.26, 84163);
INSERT INTO LGINVOICE VALUES (2694, '29-OCT-11', 804, 379.43, 83878);
INSERT INTO LGINVOICE VALUES (2695, '29-OCT-11', 653, 110.55, 83936);
INSERT INTO LGINVOICE VALUES (2696, '29-OCT-11', 145, 485.79, 83906);
INSERT INTO LGINVOICE VALUES (2697, '29-OCT-11', 1147, 101.36, 83593);
INSERT INTO LGINVOICE VALUES (2698, '30-OCT-11', 456, 40.77, 83850);
INSERT INTO LGINVOICE VALUES (2700, '30-OCT-11', 1149, 351.84, 83820);
INSERT INTO LGINVOICE VALUES (2701, '30-OCT-11', 1150, 125.42, 83537);
INSERT INTO LGINVOICE VALUES (2702, '30-OCT-11', 1125, 129.45, 84021);
INSERT INTO LGINVOICE VALUES (2703, '30-OCT-11', 796, 213.48, 83850);
INSERT INTO LGINVOICE VALUES (2704, '30-OCT-11', 579, 21.99, 83537);
INSERT INTO LGINVOICE VALUES (2706, '31-OCT-11', 797, 108.35, 84334);
INSERT INTO LGINVOICE VALUES (2707, '31-OCT-11', 1152, 251.47, 83677);
INSERT INTO LGINVOICE VALUES (2708, '31-OCT-11', 937, 209.92, 83936);
INSERT INTO LGINVOICE VALUES (2709, '31-OCT-11', 126, 285.66, 83593);
INSERT INTO LGINVOICE VALUES (2710, '31-OCT-11', 1153, 154.95, 83820);
INSERT INTO LGINVOICE VALUES (2712, '31-OCT-11', 218, 270.07, 84392);
INSERT INTO LGINVOICE VALUES (2713, '31-OCT-11', 913, 286.07, 84078);
INSERT INTO LGINVOICE VALUES (2714, '01-NOV-11', 1154, 219.38, 83677);
INSERT INTO LGINVOICE VALUES (2715, '01-NOV-11', 433, 194.68, 83677);
INSERT INTO LGINVOICE VALUES (2716, '01-NOV-11', 1155, 293.87, 84334);
INSERT INTO LGINVOICE VALUES (2718, '01-NOV-11', 1156, 68.96, 83763);
INSERT INTO LGINVOICE VALUES (2719, '01-NOV-11', 327, 71.32, 83993);
INSERT INTO LGINVOICE VALUES (2720, '01-NOV-11', 243, 569.62, 83565);
INSERT INTO LGINVOICE VALUES (2721, '01-NOV-11', 1157, 202.69, 83649);
INSERT INTO LGINVOICE VALUES (2723, '02-NOV-11', 1158, 282.04, 84334);
INSERT INTO LGINVOICE VALUES (2724, '02-NOV-11', 544, 194.54, 83906);
INSERT INTO LGINVOICE VALUES (2725, '02-NOV-11', 1119, 159.3, 83878);
INSERT INTO LGINVOICE VALUES (2726, '02-NOV-11', 443, 70.77, 83565);
INSERT INTO LGINVOICE VALUES (2727, '02-NOV-11', 112, 380.82, 84191);
INSERT INTO LGINVOICE VALUES (2729, '02-NOV-11', 980, 366.41, 83850);
INSERT INTO LGINVOICE VALUES (2730, '02-NOV-11', 162, 137.55, 84021);
INSERT INTO LGINVOICE VALUES (2731, '02-NOV-11', 1159, 59.97, 83763);
INSERT INTO LGINVOICE VALUES (2732, '02-NOV-11', 1129, 20.58, 83565);
INSERT INTO LGINVOICE VALUES (2733, '03-NOV-11', 1160, 308.73, 83537);
INSERT INTO LGINVOICE VALUES (2735, '03-NOV-11', 672, 152.31, 83993);
INSERT INTO LGINVOICE VALUES (2736, '03-NOV-11', 444, 17.99, 84021);
INSERT INTO LGINVOICE VALUES (2737, '03-NOV-11', 1161, 187.33, 83677);
INSERT INTO LGINVOICE VALUES (2738, '03-NOV-11', 263, 104.92, 83820);
INSERT INTO LGINVOICE VALUES (2740, '04-NOV-11', 248, 288.71, 83677);
INSERT INTO LGINVOICE VALUES (2742, '04-NOV-11', 1163, 99.73, 83964);
INSERT INTO LGINVOICE VALUES (2744, '04-NOV-11', 1164, 423.18, 83878);
INSERT INTO LGINVOICE VALUES (2745, '04-NOV-11', 637, 118.94, 84219);
INSERT INTO LGINVOICE VALUES (2747, '04-NOV-11', 264, 510.58, 84049);
INSERT INTO LGINVOICE VALUES (2748, '04-NOV-11', 736, 206.91, 83878);
INSERT INTO LGINVOICE VALUES (2751, '04-NOV-11', 1167, 448.32, 83964);
INSERT INTO LGINVOICE VALUES (2753, '05-NOV-11', 1168, 562.82, 83850);
INSERT INTO LGINVOICE VALUES (2754, '05-NOV-11', 275, 147.12, 84191);
INSERT INTO LGINVOICE VALUES (2756, '05-NOV-11', 800, 420.01, 83878);
INSERT INTO LGINVOICE VALUES (2757, '05-NOV-11', 250, 358.02, 84049);
INSERT INTO LGINVOICE VALUES (2760, '05-NOV-11', 1170, 190.44, 83537);
INSERT INTO LGINVOICE VALUES (2762, '06-NOV-11', 1172, 249.91, 83936);
INSERT INTO LGINVOICE VALUES (2763, '06-NOV-11', 1173, 184.96, 83964);
INSERT INTO LGINVOICE VALUES (2765, '06-NOV-11', 1174, 43.96, 84106);
INSERT INTO LGINVOICE VALUES (2766, '06-NOV-11', 1175, 382.45, 83677);
INSERT INTO LGINVOICE VALUES (2769, '06-NOV-11', 1176, 168.42, 83993);
INSERT INTO LGINVOICE VALUES (2771, '06-NOV-11', 1178, 250.69, 83565);
INSERT INTO LGINVOICE VALUES (2772, '06-NOV-11', 1179, 33.98, 83964);
INSERT INTO LGINVOICE VALUES (2774, '07-NOV-11', 909, 65.95, 83677);
INSERT INTO LGINVOICE VALUES (2775, '07-NOV-11', 273, 219.39, 83936);
INSERT INTO LGINVOICE VALUES (2778, '07-NOV-11', 659, 83.93, 83993);
INSERT INTO LGINVOICE VALUES (2779, '07-NOV-11', 1181, 165.11, 84276);
INSERT INTO LGINVOICE VALUES (2781, '07-NOV-11', 130, 94.95, 83537);
INSERT INTO LGINVOICE VALUES (2782, '07-NOV-11', 1182, 148.27, 83734);
INSERT INTO LGINVOICE VALUES (2785, '08-NOV-11', 1183, 299.87, 83792);
INSERT INTO LGINVOICE VALUES (2787, '08-NOV-11', 932, 226.6, 83936);
INSERT INTO LGINVOICE VALUES (2788, '08-NOV-11', 745, 465.95, 84078);
INSERT INTO LGINVOICE VALUES (2790, '08-NOV-11', 543, 186.61, 83734);
INSERT INTO LGINVOICE VALUES (2791, '08-NOV-11', 1185, 271.52, 84078);
INSERT INTO LGINVOICE VALUES (2794, '09-NOV-11', 1010, 438.95, 83820);
INSERT INTO LGINVOICE VALUES (2796, '09-NOV-11', 1160, 191.11, 84334);
INSERT INTO LGINVOICE VALUES (2797, '09-NOV-11', 1188, 226.83, 84106);
INSERT INTO LGINVOICE VALUES (2799, '09-NOV-11', 792, 78.05, 83705);
INSERT INTO LGINVOICE VALUES (2800, '09-NOV-11', 1190, 356.32, 83792);
INSERT INTO LGINVOICE VALUES (2803, '10-NOV-11', 954, 216.38, 84334);
INSERT INTO LGINVOICE VALUES (2805, '10-NOV-11', 371, 23.29, 83649);
INSERT INTO LGINVOICE VALUES (2806, '10-NOV-11', 314, 149.95, 84392);
INSERT INTO LGINVOICE VALUES (2807, '10-NOV-11', 684, 250.41, 83649);
INSERT INTO LGINVOICE VALUES (2809, '10-NOV-11', 381, 181.72, 83763);
INSERT INTO LGINVOICE VALUES (2812, '10-NOV-11', 857, 18.36, 84078);
INSERT INTO LGINVOICE VALUES (2813, '10-NOV-11', 1108, 229.91, 83878);
INSERT INTO LGINVOICE VALUES (2815, '11-NOV-11', 719, 360.81, 84219);
INSERT INTO LGINVOICE VALUES (2816, '11-NOV-11', 355, 21.99, 84219);
INSERT INTO LGINVOICE VALUES (2818, '11-NOV-11', 1193, 162.95, 84392);
INSERT INTO LGINVOICE VALUES (2821, '11-NOV-11', 964, 163.1, 83906);
INSERT INTO LGINVOICE VALUES (2822, '11-NOV-11', 439, 46.58, 83649);
INSERT INTO LGINVOICE VALUES (2825, '12-NOV-11', 199, 459.63, 83820);
INSERT INTO LGINVOICE VALUES (2826, '12-NOV-11', 1195, 93.13, 83820);
INSERT INTO LGINVOICE VALUES (2827, '12-NOV-11', 1196, 140.73, 83878);
INSERT INTO LGINVOICE VALUES (2828, '12-NOV-11', 202, 310.21, 83906);
INSERT INTO LGINVOICE VALUES (2829, '12-NOV-11', 305, 307.44, 83820);
INSERT INTO LGINVOICE VALUES (2831, '12-NOV-11', 1198, 274.41, 83705);
INSERT INTO LGINVOICE VALUES (2832, '12-NOV-11', 397, 140.79, 83850);
INSERT INTO LGINVOICE VALUES (2833, '12-NOV-11', 640, 81.55, 83677);
INSERT INTO LGINVOICE VALUES (2834, '13-NOV-11', 498, 329.26, 84191);
INSERT INTO LGINVOICE VALUES (2835, '13-NOV-11', 1199, 219.94, 84021);
INSERT INTO LGINVOICE VALUES (2837, '13-NOV-11', 1200, 442.5, 83705);
INSERT INTO LGINVOICE VALUES (2838, '13-NOV-11', 804, 239.05, 83621);
INSERT INTO LGINVOICE VALUES (2839, '13-NOV-11', 415, 254.92, 83763);
INSERT INTO LGINVOICE VALUES (2840, '13-NOV-11', 843, 51.18, 84049);
INSERT INTO LGINVOICE VALUES (2841, '13-NOV-11', 1121, 113.94, 84106);
INSERT INTO LGINVOICE VALUES (2843, '14-NOV-11', 915, 212.68, 83734);
INSERT INTO LGINVOICE VALUES (2844, '14-NOV-11', 985, 111.02, 84276);
INSERT INTO LGINVOICE VALUES (2845, '14-NOV-11', 1201, 55.85, 84364);
INSERT INTO LGINVOICE VALUES (2846, '14-NOV-11', 514, 184.29, 83850);
INSERT INTO LGINVOICE VALUES (2847, '14-NOV-11', 1016, 68.93, 83906);
INSERT INTO LGINVOICE VALUES (2849, '14-NOV-11', 1160, 156.88, 83792);
INSERT INTO LGINVOICE VALUES (2850, '14-NOV-11', 922, 247.68, 83509);
INSERT INTO LGINVOICE VALUES (2851, '14-NOV-11', 169, 177.31, 84392);
INSERT INTO LGINVOICE VALUES (2852, '14-NOV-11', 398, 274.07, 83621);
INSERT INTO LGINVOICE VALUES (2853, '14-NOV-11', 1203, 275.85, 83792);
INSERT INTO LGINVOICE VALUES (2855, '15-NOV-11', 601, 333.64, 84078);
INSERT INTO LGINVOICE VALUES (2856, '15-NOV-11', 1095, 176.28, 83993);
INSERT INTO LGINVOICE VALUES (2857, '15-NOV-11', 808, 188.88, 83537);
INSERT INTO LGINVOICE VALUES (2858, '15-NOV-11', 894, 138.91, 83792);
INSERT INTO LGINVOICE VALUES (2859, '15-NOV-11', 500, 396.11, 84334);
INSERT INTO LGINVOICE VALUES (2861, '15-NOV-11', 1205, 38.36, 84106);
INSERT INTO LGINVOICE VALUES (2862, '15-NOV-11', 1182, 248.9, 83878);
